00:22:72|american micro-fuel device corp.
68:c6:3a|espressif inc.
a0:64:8f|askey computer corp
c8:50:e9|raisecom technology co., ltd
10:f1:63|tnk co.,ltd
98:ef:9b|ohsung
14:cf:8d|ohsung
10:44:00|huawei technologies co.,ltd
b0:e1:7e|huawei technologies co.,ltd
e4:a7:c5|huawei technologies co.,ltd
5c:8d:2d|shanghai wellpay information technology co., ltd
90:fd:9f|silicon laboratories
b4:30:c0|york instruments ltd
e8:1d:a8|ruckus wireless
f0:3d:03|tecno mobile limited
dc:f0:90|nubia technology co.,ltd.
a0:fe:61|vivint wireless inc. 
5c:2b:f5|vivint wireless inc. 
cc:5a:53|cisco systems, inc
00:60:88|analog devices, inc.
08:4a:cf|guangdong oppo mobile telecommunications corp.,ltd
2c:27:9e|ieee registration authority
8c:5f:48|continental intelligent transportation systems llc
94:7e:b9|national narrowband network communications pty ltd
64:6e:69|liteon technology corporation
70:6b:b9|cisco systems, inc
00:c0:ee|kyocera display corporation
24:5f:df|kyocera corporation 
9c:63:ed|zte corporation
74:f6:61|schneider electric fire & security oy
b8:63:4d|apple, inc.
24:c4:2f|philips lifeline
2c:b2:1a|phicomm (shanghai) co., ltd.
a4:e9:75|apple, inc.
30:35:ad|apple, inc.
84:41:67|apple, inc.
98:00:c6|apple, inc.
ac:1f:74|apple, inc.
a8:5c:2c|apple, inc.
00:db:70|apple, inc.
fc:e5:57|nokia corporation
48:c5:8d|lear corporation gmbh
00:28:9f|semptian co., ltd.
9c:30:5b|hon hai precision ind. co.,ltd.
10:4e:89|garmin international
d8:c4:97|quanta computer inc.
bc:c3:42|panasonic communications co., ltd.
00:1b:d3|panasonic corporation avc networks company
cc:7e:e7|panasonic corporation avc networks company
20:c6:eb|panasonic corporation avc networks company
64:b5:c6|nintendo co.,ltd
28:30:ac|frontiir co. ltd.
d4:d2:e5|bkav corporation
00:50:b5|fichet securite electronique
00:14:39|blonder tongue laboratories, inc
20:a6:cd|hewlett packard enterprise
84:80:2d|cisco systems, inc
00:19:87|panasonic mobile communications co.,ltd.
74:1c:27|itel mobile limited
00:a0:ac|gilat satellite networks, ltd.
00:26:09|phyllis co., ltd.
28:f5:37|ieee registration authority
94:d9:b3|tp-link technologies co.,ltd.
c8:40:29|fiberhome telecommunication technologies co.,ltd
f8:6e:ee|huawei technologies co.,ltd
78:02:b1|cisco systems, inc
b4:0f:3b|tenda technology co.,ltd.dongguan branch
00:18:8d|nokia danmark a/s
00:15:ab|pro co sound inc
58:76:c5|digi i's ltd
a8:b2:da|fujitsu limited
00:13:54|zcomax technologies, inc.
78:d8:00|ieee registration authority
08:35:b2|coreedge networks co., ltd
4c:49:e3|xiaomi communications co ltd
24:58:80|vizeo
54:66:6c|shenzhen youhua technology co., ltd
a8:96:75|motorola mobility llc, a lenovo company
38:9a:f6|samsung electronics co.,ltd
e0:aa:96|samsung electronics co.,ltd
50:77:05|samsung electronics co.,ltd
28:d4:36|jiangsu dewosi electric co., ltd
d4:b2:7a|arris group, inc.
44:ea:4b|actlas inc.
c4:cb:6b|airista flow, inc.
18:80:90|cisco systems, inc
78:62:56|huawei technologies co.,ltd
b0:55:08|huawei technologies co.,ltd
b8:75:c0|paypal, inc.
00:1c:71|emergent electronics
00:1a:93|erco leuchten gmbh
94:f6:65|ruckus wireless
b0:90:d4|shenzhen hoin internet technology co., ltd
8c:9f:3b|qingdao hisense communications co.,ltd.
00:14:b8|hill-rom
ac:ed:5c|intel corporate
84:20:96|shenzhen rf-link technology co.,ltd.
b4:c1:70|yi chip microelectronics (hangzhou) co., ltd
ac:67:06|ruckus wireless
04:4f:aa|ruckus wireless
58:93:96|ruckus wireless
00:1f:41|ruckus wireless
c4:10:8a|ruckus wireless
f0:b0:52|ruckus wireless
70:df:2f|cisco systems, inc
38:94:e0|syrotech networks. ltd.
34:f6:4b|intel corporate
f4:6b:ef|sagemcom broadband sas
10:cd:b6|essential products, inc.
a4:f3:e7|integrated device technology (malaysia) sdn. bhd.
e4:3a:6e|shenzhen zeroone technology co.,ltd
7c:e2:ca|juniper networks
90:61:ae|intel corporate
6c:f9:d2|chengdu povodo electronic technology co., ltd
30:b6:2d|mojo networks, inc.
50:18:4c|platina systems inc.
f4:b7:b3|vivo mobile communication co., ltd.
fc:a6:67|amazon technologies inc.
c8:1f:ea|avaya inc
00:27:e3|cisco systems, inc
00:18:ae|tvt co.,ltd
88:91:dd|racktivity
1c:45:93|texas instruments
90:ec:50|c.o.b.o. spa
e0:d8:48|dell inc.
60:27:1c|videor e. hartig gmbh
00:ec:0a|xiaomi communications co ltd
c8:d7:b0|samsung electronics co.,ltd
6c:60:eb|zhi yuan electronics co., limited
74:da:da|d-link international
d8:f1:f0|pepxim international limited
dc:c8:f5|shanghai umeinfo co.,ltd.
88:d7:f6|asustek computer inc.
90:97:f3|samsung electronics co.,ltd
7c:1c:68|samsung electronics co.,ltd
c0:87:eb|samsung electronics co.,ltd
04:71:4b|ieee registration authority
2c:41:a1|bose corporation
4c:38:d8|arris group, inc.
44:7b:bb|shenzhen youhua technology co., ltd
9c:7b:d2|neolab convergence
d0:f8:8c|motorola (wuhan) mobility technologies communication co., ltd.
2c:b1:15|integrated device technology (malaysia) sdn. bhd.
10:d0:7a|ampak technology, inc.
d4:c1:c8|zte corporation
88:d2:74|zte corporation
00:24:49|shen zhen lite star electronics technology co., ltd
00:e1:8c|intel corporate
84:79:33|profichip gmbh
88:15:44|cisco meraki
c4:ab:b2|vivo mobile communication co., ltd.
80:b2:34|technicolor ch usa inc.
44:b4:12|sius ag
0c:b9:12|jm-data gmbh
3c:a3:08|texas instruments
f4:3e:61|shenzhen gongjin electronics co.,lt
b4:41:7a|shenzhen gongjin electronics co.,lt
00:00:62|bull hn information systems
e8:c1:d7|philips
4c:81:20|taicang t&w electronics
28:a6:db|huawei technologies co.,ltd
14:a0:f8|huawei technologies co.,ltd
c8:f8:6d|alcatel-lucent shanghai bell co., ltd
60:45:cb|asustek computer inc.
00:11:8b|alcatel-lucent enterprise
00:e0:b1|alcatel-lucent enterprise
00:e0:da|alcatel-lucent enterprise
f8:be:0d|a2uict co.,ltd.
e4:42:a6|intel corporate
3c:67:8c|huawei technologies co.,ltd
d4:50:3f|guangdong oppo mobile telecommunications corp.,ltd
38:8c:50|lg electronics
dc:08:56|alcatel-lucent enterprise
1c:da:27|vivo mobile communication co., ltd.
90:f3:05|humax co., ltd.
40:95:bd|ntmore.co.,ltd
98:aa:fc|ieee registration authority
00:14:3f|hotway technology corporation
d0:55:b2|integrated device technology (malaysia) sdn. bhd.
14:4f:d7|ieee registration authority
b8:55:10|zioncom electronics (shenzhen) ltd.
04:95:73|zte corporation
f0:d7:aa|motorola mobility llc, a lenovo company
f8:ff:0b|electronic technology inc.
7c:6b:f7|nti co., ltd.
00:d3:18|spg controls
30:96:fb|samsung electronics co.,ltd
48:27:ea|samsung electronics co.,ltd
7c:78:7e|samsung electronics co.,ltd
24:5b:a7|apple, inc.
70:f0:87|apple, inc.
00:0c:46|allied telesyn inc.
00:1f:72|qingdao hiphone technology co,.ltd
00:23:65|insta elektro gmbh
60:91:f3|vivo mobile communication co., ltd.
28:39:5e|samsung electronics co.,ltd
38:29:5a|guangdong oppo mobile telecommunications corp.,ltd
88:e6:28|shenzhen kezhonglong optoelectronic technology co.,ltd
58:23:8c|technicolor ch usa inc.
cc:82:eb|kyocera corporation 
14:98:7d|technicolor ch usa inc.
d4:cf:37|symbolic io
d4:7d:fc|tecno mobile limited
40:9f:38|azurewave technology inc.
bc:2f:3d|vivo mobile communication co., ltd.
40:fa:7f|preh car connect gmbh
00:0d:bb|nippon dentsu co.,ltd.
2c:7e:81|arris group, inc.
40:7d:0f|huawei technologies co.,ltd
68:cc:6e|huawei technologies co.,ltd
30:34:d2|availink, inc.
50:40:61|nokia
00:10:8e|hugh symons concept technologies ltd.
e0:51:63|arcadyan corporation
54:e3:f6|alcatel-lucent
40:b0:34|hewlett packard
b8:16:db|chant sincere co.,ltd
40:b4:cd|amazon technologies inc.
d4:81:d7|dell inc.
f4:2b:48|ubiqam
50:f1:4a|texas instruments
04:de:f2|shenzhen ecom technology co. ltd
78:c1:a7|zte corporation
4c:78:72|cav. uff. giacomo cimberio s.p.a. 
8c:f5:a3|samsung electro-mechanics(thailand)
8c:c8:f4|ieee registration authority
f4:83:e1|shanghai clouder semiconductor co.,ltd
08:3e:5d|sagemcom broadband sas
3c:bd:3e|beijing xiaomi electronics co., ltd.
a0:84:cb|sonicsensory,inc.
d4:7a:e2|samsung electronics co.,ltd
68:54:fd|amazon technologies inc.
00:03:bc|cot gmbh
d4:b1:69|le shi zhi xin electronic technology (tianjin) limited
e4:47:90|guangdong oppo mobile telecommunications corp.,ltd
38:45:4c|light labs, inc.
00:0a:49|f5 networks, inc.
00:a0:c8|adtran inc
f4:96:51|nakayo inc
44:62:46|comat ag
34:fc:b9|hewlett packard enterprise
70:91:8f|weber-stephen products llc
d8:e0:e1|samsung electronics co.,ltd
7c:10:15|brilliant home technology, inc.
d8:c7:71|huawei technologies co.,ltd
e0:2a:82|universal global scientific industrial co., ltd.
b0:f9:63|hangzhou h3c technologies co., limited
d4:90:e0|topcon electronics gmbh & co. kg
a8:40:41|dragino technology co., limited
e0:22:02|arris group, inc.
d8:25:b0|rockeetech systems co.,ltd.
74:61:4b|chongqing huijiatong information technology co., ltd.
98:d2:93|google, inc.
cc:b8:a8|ampak technology, inc.
10:77:b0|fiberhome telecommunication technologies co.,ltd
f0:1d:bc|microsoft corporation
34:04:9e|ieee registration authority
94:fb:29|zebra technologies inc.
b0:70:2d|apple, inc.
6c:19:c0|apple, inc.
00:20:4f|deutsche aerospace ag
00:db:df|intel corporate
94:a0:4e|bostex technology co., ltd
8c:e1:17|zte corporation
68:8a:f0|zte corporation
c0:21:0d|shenzhen rf-link technology co.,ltd.
50:4b:5b|controltronic gmbh
b4:74:47|coreos
80:d4:a5|huawei technologies co.,ltd
04:b0:e7|huawei technologies co.,ltd
44:6a:2e|huawei technologies co.,ltd
ac:58:7b|jct healthcare
10:62:eb|d-link international
00:08:94|innovision multimedia ltd.
48:00:33|technicolor ch usa inc.
a0:6f:aa|lg innotek
00:26:ab|seiko epson corporation
fc:10:c6|taicang t&w electronics
2c:6f:c9|hon hai precision ind. co.,ltd.
58:ef:68|belkin international inc.
00:0b:4f|verifone
60:c7:98|verifone
c8:66:2c|beijing haitai fangyuan high technology co,.ltd.
80:96:ca|hon hai precision ind. co.,ltd.
18:65:71|top victory electronics (taiwan) co., ltd.
f8:3f:51|samsung electronics co.,ltd
50:d7:53|conelcom gmbh
0c:c4:7a|super micro computer, inc.
34:d2:70|amazon technologies inc.
50:79:5b|interexport telecomunicaciones s.a.
00:16:d9|ningbo bird co.,ltd.
6c:a7:fa|youngbo engineering inc.
8c:7e:b3|lytro, inc.
b4:b3:84|shenzhen figigantic electronic co.,ltd
78:28:ca|sonos, inc.
00:c0:03|globalnet communications
00:23:4a|private
2c:40:2b|smart iblue technology limited
5c:6b:4f|hello inc.
2c:99:24|arris group, inc.
d0:58:a8|zte corporation
d0:71:c4|zte corporation
a0:cc:2b|murata manufacturing co., ltd.
50:01:d9|huawei technologies co.,ltd
00:27:1c|mercury corporation
e0:d9:e3|eltex enterprise ltd.
80:5e:c0|yealink(xiamen) network technology co.,ltd.
00:7b:18|sentry co., ltd.
14:4d:67|zioncom electronics (shenzhen) ltd.
4c:e1:73|ieee registration authority
0c:d8:6c|shenzhen fast technologies co.,ltd
04:97:90|lartech telecom llc
28:ee:d3|shenzhen super d technology co., ltd
24:c4:4a|zte corporation
98:54:1b|intel corporate
1c:40:e8|shenzhen progress&win technology co.,ltd
00:23:d2|inhand electronics, inc.
dc:0b:34|lg electronics (mobile communications)
40:4e:36|htc corporation
a8:e7:05|fiberhome telecommunication technologies co.,ltd
98:40:bb|dell inc.
00:60:d6|novatel inc.
50:3a:a0|shenzhen mercury communication technologies co.,ltd.
b0:95:8e|tp-link technologies co.,ltd.
c0:25:e9|tp-link technologies co.,ltd.
18:8b:15|shenzhen zhongruijing technology co.,ltd
88:6b:0f|bluegiga technologies oy
ac:84:c9|sagemcom broadband sas
24:5c:bf|ncse
2c:33:61|apple, inc.
60:a4:d0|samsung electronics co.,ltd
00:87:01|samsung electronics co.,ltd
5c:99:60|samsung electronics co.,ltd
9c:62:ab|sumavision technologies co.,ltd
c8:f9:46|locosys technology inc.
48:7b:6b|huawei technologies co.,ltd
88:3f:d3|huawei technologies co.,ltd
24:0d:65|shenzhen vsun communication technology co., ltd.
00:0b:14|viewsonic corporation
c8:02:8f|nova electronics (shanghai) co., ltd.
a4:60:11|verifone
5c:a9:33|luma home
00:13:7e|coredge networks, inc.
d8:14:d6|sure system co ltd
6c:ef:c6|shenzhen twowing technologies co.,ltd.
10:1d:c0|samsung electronics co.,ltd
00:23:41|vanderbilt international (swe) ab 
40:7c:7d|nokia
24:59:0b|white sky inc. limited
68:eb:ae|samsung electronics co.,ltd
44:4e:1a|samsung electronics co.,ltd
14:33:65|tem mobile limited
80:18:44|dell inc.
78:47:1d|samsung electronics co.,ltd
a0:75:91|samsung electronics co.,ltd
0c:df:a4|samsung electronics co.,ltd
b0:72:bf|murata manufacturing co., ltd.
70:1d:c4|northstar battery company, llc
64:da:a0|robert bosch smart home gmbh
14:b8:37|shenzhen youhua technology co., ltd
5c:86:13|beijing zhoenet technology co., ltd
cc:73:14|hong kong wheatek technology limited
b8:ee:65|liteon technology corporation
98:5b:b0|kmdata inc.
e0:06:e6|hon hai precision ind. co.,ltd.
bc:85:56|hon hai precision ind. co.,ltd.
34:23:87|hon hai precision ind. co.,ltd.
00:26:37|samsung electro mechanics co., ltd.
00:21:19|samsung electro mechanics co., ltd.
f4:d9:fb|samsung electronics co.,ltd
3c:62:00|samsung electronics co.,ltd
c4:17:fe|hon hai precision ind. co.,ltd.
94:39:e5|hon hai precision ind. co.,ltd.
64:27:37|hon hai precision ind. co.,ltd.
a4:17:31|hon hai precision ind. co.,ltd.
5c:a3:9d|samsung electro mechanics co., ltd.
90:18:7c|samsung electro mechanics co., ltd.
50:cc:f8|samsung electro mechanics co., ltd.
00:22:3b|communication networks, llc
c0:f8:da|hon hai precision ind. co.,ltd.
00:11:ff|digitro tecnologia ltda
00:1b:94|t.e.m.a. s.p.a.
f0:f0:02|hon hai precision ind. co.,ltd.
c0:cb:38|hon hai precision ind. co.,ltd.
f0:7b:cb|hon hai precision ind. co.,ltd.
50:b7:c3|samsung electronics co.,ltd
1c:5a:3e|samsung electronics co.,ltd
a0:21:95|samsung electronics co.,ltd
b0:78:70|wi-next, inc.
e4:7c:f9|samsung electronics co.,ltd
48:44:f7|samsung electronics co.,ltd
00:13:77|samsung electronics co.,ltd
00:24:54|samsung electronics co.,ltd
e8:11:32|samsung electronics co.,ltd
c0:65:99|samsung electronics co.,ltd
bc:79:ad|samsung electronics co.,ltd
4c:3c:16|samsung electronics co.,ltd
00:73:e0|samsung electronics co.,ltd
00:17:d5|samsung electronics co.,ltd
00:1e:7d|samsung electronics co.,ltd
00:1d:f6|samsung electronics co.,ltd
f0:08:f1|samsung electronics co.,ltd
58:c3:8b|samsung electronics co.,ltd
00:e3:b2|samsung electronics co.,ltd
30:19:66|samsung electronics co.,ltd
f0:e7:7e|samsung electronics co.,ltd
94:35:0a|samsung electronics co.,ltd
00:1d:25|samsung electronics co.,ltd
e4:c1:f1|shenzhen spotmau information technoligy co., ltd  
24:0a:c4|espressif inc.
34:31:11|samsung electronics co.,ltd
08:fd:0e|samsung electronics co.,ltd
04:1b:ba|samsung electronics co.,ltd
88:9b:39|samsung electronics co.,ltd
e4:32:cb|samsung electronics co.,ltd
bc:8c:cd|samsung electro-mechanics(thailand)
d0:22:be|samsung electro-mechanics(thailand)
ec:9b:f3|samsung electro-mechanics(thailand)
f4:09:d8|samsung electro-mechanics(thailand)
10:d5:42|samsung electronics co.,ltd
a0:82:1f|samsung electronics co.,ltd
f0:6b:ca|samsung electronics co.,ltd
ac:36:13|samsung electronics co.,ltd
00:26:11|licera ab
00:50:94|arris group, inc.
e0:b7:b1|arris group, inc.
d8:25:22|arris group, inc.
f0:03:8c|azurewave technology inc.
18:d2:76|huawei technologies co.,ltd
00:52:18|wuxi keboda electron co.ltd
00:1e:81|cnb technology inc.
7c:a9:7d|objenious
a8:a6:48|qingdao hisense communications co.,ltd.
98:5d:ad|texas instruments
d4:36:39|texas instruments
bc:28:2c|e-smart systems pvt. ltd
a4:0d:bc|xiamen intretech inc.
84:ef:18|intel corporate
84:c1:c1|juniper networks
a8:1b:6a|texas instruments
34:3d:c4|buffalo.inc
b0:f8:93|shanghai mxchip information technology co., ltd.
c4:11:e0|bull group co., ltd
28:c8:7a|arris group, inc.
48:fd:8e|huawei technologies co.,ltd
7c:06:23|ultra electronics sonar system division
28:ac:67|mach power, rappresentanze internazionali s.r.l.
14:82:5b|hefei radio communication technology co., ltd 
64:12:69|arris group, inc.
00:02:c9|mellanox technologies, inc.
08:00:51|experdata
00:12:6c|visonic technologies 1993 ltd.
ac:61:75|huawei technologies co.,ltd
24:44:27|huawei technologies co.,ltd
00:80:c7|xircom
00:01:38|xavi technologies corp.
00:16:6d|yulong computer telecommunication scientific (shenzhen) co.,ltd
3c:91:57|yulong computer telecommunication scientific (shenzhen) co.,ltd
00:00:d8|novell, inc.
00:1f:46|nortel networks
00:30:93|sonnet technologies, inc
00:03:4b|nortel networks
00:25:61|procurve networking by hp
00:80:58|printer systems corp.
00:15:7d|posdata
48:49:c7|samsung electronics co.,ltd
84:98:66|samsung electronics co.,ltd
00:1c:9c|nortel networks
00:1b:25|nortel networks
00:19:e1|nortel networks
00:1d:42|nortel networks
00:14:0d|nortel networks
00:0e:40|nortel networks
fc:b0:c4|shanghai dareglobal technologies co.,ltd
a8:9d:d2|shanghai dareglobal technologies co.,ltd
00:e0:0f|shanghai baud data communication co.,ltd.
28:be:03|tct mobile ltd
90:3a:e6|parrot sa
a0:98:ed|shandong intelligent optical communication development co., ltd.
00:0e:f4|kasda networks inc
00:16:7a|skyworth overseas development ltd.
a4:29:40|shenzhen youhua technology co., ltd
e4:a3:87|control solutions llc
18:80:f5|alcatel-lucent shanghai bell co., ltd
10:e8:78|nokia
10:f9:6f|lg electronics (mobile communications)
c4:43:8f|lg electronics (mobile communications)
a0:91:69|lg electronics (mobile communications)
28:6c:07|xiaomi electronics,co.,ltd
00:22:80|a2b electronics ab
40:4a:d4|widex a/s
98:93:cc|lg electronics inc
3c:cd:93|lg electronics inc
20:21:a5|lg electronics (mobile communications)
6c:d6:8a|lg electronics (mobile communications)
cc:79:cf|shenzhen rf-link technology co.,ltd.
00:19:25|intelicis corporation
94:76:b7|samsung electronics co.,ltd
2c:54:cf|lg electronics (mobile communications)
48:59:29|lg electronics (mobile communications)
58:a2:b5|lg electronics (mobile communications)
00:24:83|lg electronics (mobile communications)
00:1f:e3|lg electronics (mobile communications)
f0:42:1c|intel corporate
00:0f:62|alcatel bell space n.v.
00:1c:d8|blueant wireless
00:19:ab|raycom co ., ltd
4c:33:4e|hightech
7c:70:bc|ieee registration authority
e8:18:63|ieee registration authority
2c:d1:41|ieee registration authority
3c:39:e7|ieee registration authority
bc:66:41|ieee registration authority
80:e4:da|ieee registration authority
88:5d:90|ieee registration authority
c8:8e:d1|ieee registration authority
b0:1f:81|ieee registration authority
54:9a:11|ieee registration authority
b8:d8:12|ieee registration authority
1c:21:d1|ieee registration authority
28:36:38|ieee registration authority
f4:85:c6|fdt technologies
d4:04:ff|juniper networks
c8:75:5b|quantify technology pty. ltd.
